CustomerID,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,CustomerSupportRequests,LoginFrequency,LastActivityDate,SatisfactionScore,PaymentMethod,DeviceType,AutoRenew,ChurnStatus
CUST1489,20,Female,Lahore,Basic,27.26,55,79,0,11.0,2026-03-26,5.0,JazzCash,Web,No,No
CUST1490,37,Male,Peshawar,Premium,111.01,15,28,2,29.0,2026-03-13,5.0,Debit Card,iPhone,Yes,No
CUST1491,37,Female,Islamabad,Basic,14.55,44,66,4,3.0,2026-06-11,3.0,Debit Card,iPhone,Yes,No
CUST1492,49,Female,Lahore,Basic,27.82,10,11,2,20.0,2026-03-28,1.0,JazzCash,Android,Yes,No
CUST1493,47,Male,Lahore,Basic,25.49,57,79,3,28.0,2026-04-04,3.0,Bank Transfer,iPhone,Yes,No
CUST1494,50,Female,Faisalabad,Standard,69.47,44,70,0,6.0,2026-04-02,2.0,Bank Transfer,Android,No,No
CUST1495,63,Male,Rawalpindi,Basic,15.57,28,40,4,23.0,2026-03-20,5.0,Debit Card,Web,Yes,No
CUST1496,36,Female,Lahore,Premium,74.4,21,26,8,30.0,2025-12-31,5.0,EasyPaisa,Web,Yes,No
CUST1497,62,Female,Faisalabad,Basic,24.26,6,1,2,20.0,2026-04-16,5.0,Credit Card,Web,No,No
CUST1498,36,Male,Quetta,Basic,13.23,42,63,3,18.0,2026-04-01,1.0,EasyPaisa,Web,No,Yes
CUST1499,56,Female,Quetta,Basic,29.55,5,5,3,23.0,2026-04-13,5.0,Credit Card,Web,Yes,No
CUST1500,35,Female,Lahore,Standard,35.33,30,41,0,0.0,2026-01-09,4.0,Credit Card,Web,Yes,No
CUST1501,39,Male,Islamabad,Basic,24.11,21,34,0,12.0,2026-03-17,1.0,Debit Card,Web,Yes,No
CUST1502,56,Female,Multan,Basic,29.34,27,45,0,28.0,2026-01-10,2.0,JazzCash,iPhone,No,No
CUST1503,24,Female,Karachi,Basic,15.25,9,20,10,8.0,2026-01-14,3.0,Bank Transfer,iPhone,Yes,No
CUST1504,21,Male,Rawalpindi,Basic,27.78,2,12,6,15.0,2026-03-25,4.0,EasyPaisa,iPhone,Yes,No
CUST1505,42,Male,Peshawar,Basic,19.82,5,8,1,9.0,2026-04-08,4.0,JazzCash,Web,Yes,No
CUST1506,32,Female,Rawalpindi,Premium,89.33,41,65,6,6.0,2025-12-24,2.0,Debit Card,iPhone,No,No
CUST1507,51,Female,Peshawar,Basic,26.88,50,82,2,2.0,2026-03-20,2.0,Bank Transfer,Web,Yes,Yes
CUST1508,34,Male,Faisalabad,Standard,35.03,39,53,2,4.0,2026-05-31,2.0,Credit Card,Web,Yes,Yes
CUST1509,41,Female,Rawalpindi,Premium,103.47,4,10,8,4.0,2026-04-14,3.0,JazzCash,Android,No,Yes
CUST1510,63,Female,Faisalabad,Basic,23.74,40,63,1,24.0,2026-01-01,5.0,JazzCash,iPhone,Yes,No
CUST1511,43,Female,Peshawar,Basic,27.24,60,83,9,11.0,2026-05-11,5.0,JazzCash,Web,No,No
CUST1512,62,Female,Faisalabad,Premium,82.51,40,69,2,2.0,2026-02-24,5.0,Debit Card,Web,No,No
CUST1513,27,Female,Rawalpindi,Standard,32.05,11,7,6,12.0,2025-12-25,2.0,Credit Card,Web,Yes,Yes
CUST1514,33,Male,Rawalpindi,Basic,28.55,11,13,5,5.0,2026-02-28,2.0,JazzCash,Android,Yes,No
CUST1515,46,Female,Faisalabad,Standard,40.62,50,70,4,6.0,2026-04-18,2.0,EasyPaisa,Android,Yes,No
CUST1516,27,Male,Karachi,Basic,29.98,23,22,10,4.0,2026-05-28,4.0,EasyPaisa,Web,No,Yes
CUST1517,44,Female,Karachi,Standard,38.79,7,20,9,14.0,2026-04-29,5.0,Bank Transfer,iPhone,Yes,No
CUST1518,32,Female,Karachi,Standard,52.89,29,42,6,3.0,2026-01-17,3.0,EasyPaisa,Web,Yes,Yes
CUST1519,50,Male,Peshawar,Premium,148.05,27,41,3,10.0,2026-05-17,2.0,Bank Transfer,Android,Yes,No
CUST1520,48,Female,Peshawar,Standard,60.07,20,29,1,29.0,2026-06-19,4.0,EasyPaisa,iPhone,Yes,No
CUST1521,51,Female,Multan,Premium,121.29,12,16,3,21.0,2025-12-26,5.0,Credit Card,Web,No,No
CUST1522,20,Female,Faisalabad,Basic,23.65,45,62,9,7.0,2026-06-18,5.0,Bank Transfer,Android,Yes,No
CUST1523,64,Male,Faisalabad,Basic,19.19,21,37,1,21.0,2026-03-11,3.0,Debit Card,iPhone,Yes,No
CUST1524,63,Male,Islamabad,Basic,18.92,7,9,8,28.0,2026-04-02,1.0,Debit Card,iPhone,Yes,Yes
CUST1525,53,Female,Faisalabad,Basic,11.14,23,40,8,7.0,2026-02-24,5.0,JazzCash,iPhone,Yes,No
CUST1526,50,Male,Lahore,Basic,29.9,13,25,6,28.0,2026-03-08,5.0,Debit Card,Web,Yes,No
CUST1527,44,Female,Multan,Basic,25.18,27,49,0,22.0,2026-04-15,2.0,Debit Card,Android,Yes,No
CUST1528,23,Male,Karachi,Standard,61.26,58,92,5,4.0,2026-02-12,4.0,JazzCash,Android,Yes,No
CUST1529,62,Female,Lahore,Basic,24.24,11,19,7,21.0,2026-05-28,4.0,EasyPaisa,iPhone,Yes,No
CUST1530,27,Male,Quetta,Standard,66.47,16,19,8,1.0,2026-04-14,3.0,Credit Card,Web,Yes,Yes
CUST1531,60,Male,Islamabad,Basic,10.05,34,55,6,8.0,2026-05-13,2.0,Debit Card,Web,No,Yes
CUST1532,20,Female,Peshawar,Premium,85.73,48,75,6,3.0,2026-05-24,4.0,Debit Card,Android,No,No
CUST1533,30,Male,Rawalpindi,Basic,16.07,54,82,3,24.0,2026-02-13,1.0,Debit Card,Web,No,No
CUST1534,39,Female,Islamabad,Standard,63.6,36,51,8,17.0,2026-05-23,2.0,EasyPaisa,Web,Yes,Yes
CUST1535,43,Male,Lahore,Premium,115.56,9,18,0,4.0,2026-03-16,2.0,JazzCash,iPhone,Yes,No
CUST1536,52,Female,Peshawar,Basic,27.74,2,4,4,17.0,2026-06-09,4.0,JazzCash,Android,Yes,No
CUST1537,52,Male,Lahore,Basic,18.99,43,62,0,4.0,2026-03-13,5.0,Debit Card,Android,Yes,No
CUST1538,35,Male,Multan,Premium,120.65,14,14,9,28.0,2025-12-26,5.0,JazzCash,iPhone,Yes,No
CUST1539,61,Male,Quetta,Premium,148.38,50,69,9,5.0,2026-06-01,5.0,Debit Card,iPhone,No,No
CUST1540,42,Male,Multan,Basic,18.27,33,56,5,4.0,2026-02-15,5.0,Credit Card,iPhone,Yes,No
CUST1541,20,Female,Karachi,Basic,26.32,57,85,8,25.0,2025-12-24,2.0,Bank Transfer,iPhone,Yes,No
CUST1542,30,Male,Rawalpindi,Basic,11.09,2,4,1,17.0,2026-04-08,5.0,EasyPaisa,iPhone,Yes,No
CUST1543,60,Male,Lahore,Standard,50.0,6,4,5,22.0,2026-02-15,3.0,EasyPaisa,Web,Yes,No
CUST1544,41,Male,Multan,Standard,53.82,42,65,10,6.0,2026-03-09,2.0,Debit Card,iPhone,Yes,Yes
CUST1545,63,Female,Multan,Basic,18.99,43,68,7,1.0,2026-05-27,1.0,Credit Card,Web,No,Yes
CUST1546,36,Male,Islamabad,Standard,35.76,23,35,10,29.0,2026-01-03,3.0,Debit Card,iPhone,No,No
CUST1547,50,Male,Faisalabad,Standard,39.32,23,37,6,25.0,2025-12-26,4.0,EasyPaisa,iPhone,Yes,No
CUST1548,43,Male,Multan,Standard,31.17,43,61,1,20.0,2025-12-27,2.0,EasyPaisa,Web,Yes,No
CUST1549,18,Male,Multan,Basic,27.38,50,60,5,9.0,2026-04-08,2.0,Bank Transfer,Android,Yes,No
CUST1550,34,Male,Multan,Basic,28.3,22,27,2,13.0,2026-02-03,3.0,Debit Card,Android,Yes,No
CUST1551,26,Male,Rawalpindi,Basic,28.53,51,61,9,1.0,2026-04-12,3.0,Bank Transfer,Web,Yes,Yes
CUST1552,36,Male,Karachi,Premium,83.98,5,9,1,11.0,2025-12-27,5.0,Credit Card,iPhone,Yes,No
CUST1553,41,Male,Multan,Standard,57.39,46,68,2,15.0,2026-04-08,4.0,Debit Card,Android,Yes,No
CUST1554,49,Female,Islamabad,Basic,10.14,38,55,2,25.0,2026-03-23,1.0,Credit Card,Android,Yes,No
CUST1555,35,Male,Multan,Standard,62.44,21,36,10,9.0,2026-02-18,3.0,JazzCash,Android,Yes,No
CUST1556,57,Female,Rawalpindi,Basic,26.27,2,5,4,8.0,2026-01-13,5.0,Bank Transfer,Android,Yes,No
CUST1557,50,Male,Multan,Basic,29.66,60,87,10,22.0,2026-06-19,1.0,Debit Card,Android,Yes,No
CUST1558,56,Male,Faisalabad,Basic,29.07,21,31,5,19.0,2026-05-26,2.0,Credit Card,iPhone,No,Yes
CUST1559,23,Male,Lahore,Standard,51.46,5,1,2,11.0,2026-03-19,1.0,Credit Card,Web,Yes,Yes
CUST1560,22,Female,Multan,Basic,10.63,54,65,5,0.0,2026-03-04,2.0,JazzCash,iPhone,Yes,Yes
CUST1561,59,Male,Lahore,Basic,11.81,24,36,8,7.0,2026-06-06,2.0,Debit Card,Android,No,Yes
CUST1562,53,Male,Peshawar,Basic,16.4,10,16,6,15.0,2026-06-07,3.0,Debit Card,iPhone,Yes,No
CUST1563,32,Male,Lahore,Standard,67.45,57,90,10,16.0,2026-03-10,2.0,EasyPaisa,iPhone,No,Yes
CUST1564,30,Female,Peshawar,Basic,11.11,40,51,5,16.0,2026-03-12,3.0,Bank Transfer,iPhone,No,No
CUST1565,51,Female,Lahore,Basic,14.78,21,26,10,26.0,2026-02-28,2.0,EasyPaisa,Android,Yes,No
CUST1566,33,Male,Quetta,Premium,93.23,12,23,10,3.0,2026-01-24,1.0,Credit Card,iPhone,Yes,Yes
CUST1567,42,Female,Lahore,Standard,30.85,3,1,3,5.0,2025-12-28,1.0,Credit Card,Android,Yes,Yes
CUST1568,32,Male,Karachi,Standard,57.33,7,17,7,26.0,2026-01-08,5.0,Debit Card,Android,Yes,No
CUST1569,41,Male,Peshawar,Premium,100.1,32,43,3,17.0,2026-04-18,2.0,EasyPaisa,iPhone,Yes,No
CUST1570,25,Female,Multan,Standard,32.08,53,78,10,30.0,2026-02-01,1.0,JazzCash,iPhone,Yes,No
CUST1571,32,Male,Islamabad,Basic,25.13,50,70,10,25.0,2026-05-02,4.0,Debit Card,Web,Yes,No
CUST1572,55,Male,Islamabad,Standard,,56,85,1,,2026-03-05,,Bank Transfer,Android,No,No
CUST1573,29,Male,Faisalabad,Standard,50.21,11,14,6,24.0,2026-05-04,5.0,Debit Card,Web,No,No
CUST1574,39,Male,Rawalpindi,Premium,71.27,23,27,7,8.0,2026-01-26,1.0,Bank Transfer,Web,Yes,Yes
CUST1575,50,Female,Islamabad,Basic,17.39,31,42,1,5.0,2026-01-29,3.0,JazzCash,Android,Yes,No
CUST1576,40,Male,Lahore,Basic,12.2,14,17,5,26.0,2026-05-05,2.0,EasyPaisa,iPhone,No,No
CUST1577,32,Male,Multan,Basic,14.87,44,70,8,10.0,2026-01-10,4.0,JazzCash,Web,Yes,No
CUST1578,28,Female,Karachi,Basic,28.96,28,32,7,7.0,2026-03-13,2.0,EasyPaisa,Android,Yes,Yes
CUST1579,22,Male,Lahore,Basic,20.4,47,69,9,24.0,2026-03-21,5.0,Debit Card,Web,No,No
CUST1580,56,Female,Peshawar,Basic,22.56,50,75,5,27.0,2026-01-24,5.0,Bank Transfer,Web,Yes,No
CUST1581,36,Female,Rawalpindi,Standard,64.67,7,1,6,28.0,2026-05-04,2.0,Debit Card,Web,No,Yes
CUST1582,35,Male,Quetta,Basic,10.21,14,20,6,14.0,2026-01-25,3.0,Debit Card,Web,Yes,No
CUST1583,45,Male,Islamabad,Standard,38.62,10,10,2,29.0,2025-12-27,3.0,EasyPaisa,Android,Yes,No
CUST1584,19,Female,Multan,Premium,,44,59,8,,2026-03-12,,EasyPaisa,Android,No,No
CUST1585,50,Male,Multan,Basic,26.54,19,34,10,0.0,2026-05-20,3.0,JazzCash,Android,Yes,Yes
CUST1586,22,Male,Multan,Standard,33.41,9,11,6,14.0,2025-12-29,5.0,JazzCash,iPhone,No,No
CUST1587,41,Female,Multan,Basic,24.06,39,53,10,2.0,2026-05-18,1.0,EasyPaisa,Web,Yes,Yes
CUST1588,49,Male,Rawalpindi,Standard,65.55,46,63,8,0.0,2026-03-28,4.0,Credit Card,Android,Yes,No
CUST1589,22,Female,Multan,Standard,50.38,1,5,3,24.0,2026-02-02,2.0,Credit Card,Android,Yes,No
CUST1590,29,Female,Lahore,Basic,29.58,54,78,6,23.0,2026-05-17,1.0,JazzCash,Android,Yes,No
CUST1591,30,Female,Peshawar,Standard,62.23,52,70,6,21.0,2026-03-10,5.0,Bank Transfer,Android,Yes,No
CUST1592,29,Male,Quetta,Basic,25.52,48,74,1,12.0,2026-01-27,5.0,JazzCash,Android,Yes,No
CUST1593,19,Male,Peshawar,Basic,21.64,27,40,7,14.0,2026-05-29,1.0,JazzCash,iPhone,Yes,Yes
CUST1594,25,Female,Quetta,Standard,51.03,55,86,9,10.0,2026-03-14,5.0,EasyPaisa,Web,Yes,No
CUST1595,64,Male,Peshawar,Standard,52.29,45,70,6,4.0,2026-04-01,2.0,Credit Card,Web,Yes,Yes
CUST1596,59,Female,Quetta,Standard,63.96,8,17,0,26.0,2026-02-21,5.0,Debit Card,Android,Yes,No
CUST1597,25,Female,Multan,Standard,67.63,26,38,6,16.0,2026-06-15,1.0,Debit Card,Android,No,Yes
CUST1598,61,Male,Rawalpindi,Basic,15.25,54,82,7,24.0,2026-02-03,2.0,JazzCash,iPhone,No,Yes
CUST1599,29,Male,Rawalpindi,Standard,56.63,23,31,8,25.0,2026-06-13,3.0,EasyPaisa,iPhone,Yes,No
CUST1600,37,Male,Multan,Standard,51.57,11,10,10,21.0,2026-02-28,4.0,Debit Card,iPhone,No,No
CUST1601,40,Female,Quetta,Basic,22.31,3,14,10,5.0,2026-03-05,4.0,Debit Card,Android,Yes,No
CUST1602,47,Male,Islamabad,Basic,26.23,18,25,10,16.0,2026-02-18,4.0,Debit Card,Web,Yes,No
CUST1603,58,Female,Peshawar,Premium,111.37,40,64,7,21.0,2026-04-18,4.0,EasyPaisa,Web,Yes,No
CUST1604,36,Male,Multan,Basic,15.37,52,71,0,16.0,2026-04-27,4.0,EasyPaisa,iPhone,No,No
CUST1605,18,Male,Rawalpindi,Basic,27.83,55,73,8,6.0,2026-02-19,2.0,Credit Card,Android,Yes,Yes
CUST1606,41,Male,Lahore,Basic,26.15,36,45,2,9.0,2026-01-13,5.0,Credit Card,iPhone,No,No
CUST1607,46,Female,Multan,Standard,59.09,15,24,8,10.0,2026-06-05,2.0,JazzCash,Web,Yes,Yes
CUST1608,56,Male,Faisalabad,Premium,71.99,19,27,4,1.0,2026-04-11,1.0,Bank Transfer,iPhone,Yes,Yes
CUST1609,56,Male,Multan,Basic,11.23,2,1,2,3.0,2026-03-21,2.0,Credit Card,Android,No,Yes
CUST1610,47,Male,Lahore,Basic,21.18,51,80,10,0.0,2026-04-30,1.0,EasyPaisa,Android,Yes,Yes
CUST1611,20,Female,Lahore,Standard,44.65,55,78,3,4.0,2026-01-19,2.0,EasyPaisa,Android,Yes,Yes
CUST1612,19,Male,Multan,Basic,17.12,52,79,6,24.0,2026-04-01,2.0,JazzCash,Android,Yes,No
CUST1613,38,Female,Quetta,Standard,32.4,29,39,7,23.0,2026-04-03,3.0,Credit Card,Web,No,No
CUST1614,39,Female,Karachi,Standard,46.41,27,35,10,24.0,2026-05-04,3.0,Bank Transfer,Web,Yes,No
CUST1615,31,Female,Rawalpindi,Standard,66.08,40,65,0,20.0,2026-04-08,1.0,JazzCash,Web,Yes,No
CUST1616,60,Female,Multan,Premium,132.55,55,84,4,5.0,2026-01-19,1.0,Debit Card,iPhone,Yes,No
CUST1617,32,Female,Quetta,Standard,34.53,6,11,5,2.0,2026-01-06,2.0,Credit Card,iPhone,Yes,Yes
CUST1618,28,Female,Karachi,Standard,47.52,36,55,1,8.0,2026-06-11,2.0,Credit Card,Web,Yes,No
CUST1619,19,Female,Peshawar,Standard,49.78,3,1,7,30.0,2026-04-25,3.0,EasyPaisa,iPhone,Yes,No
CUST1620,24,Male,Karachi,Basic,18.17,2,1,9,6.0,2026-02-21,2.0,EasyPaisa,Web,Yes,Yes
CUST1621,18,Male,Karachi,Basic,25.92,21,24,7,3.0,2026-02-15,4.0,JazzCash,iPhone,No,Yes
CUST1622,50,Female,Multan,Premium,73.33,60,83,9,1.0,2026-05-09,1.0,Credit Card,Web,No,Yes
CUST1623,46,Male,Lahore,Basic,17.45,28,45,10,2.0,2025-12-28,4.0,Debit Card,Web,No,Yes
CUST1624,59,Female,Quetta,Standard,59.64,51,82,9,1.0,2026-05-18,1.0,JazzCash,Web,Yes,Yes
CUST1625,63,Male,Lahore,Premium,113.61,36,46,7,12.0,2026-01-26,4.0,Credit Card,Android,Yes,No
CUST1626,29,Female,Islamabad,Basic,13.08,48,64,4,15.0,2026-01-07,1.0,Bank Transfer,Android,No,Yes
CUST1627,34,Female,Karachi,Standard,30.69,33,47,1,29.0,2026-01-20,4.0,JazzCash,iPhone,Yes,No
CUST1628,21,Male,Rawalpindi,Standard,,59,82,9,,2026-02-16,,JazzCash,Web,No,Yes
CUST1629,27,Male,Karachi,Standard,32.96,15,21,2,24.0,2026-05-11,5.0,Credit Card,iPhone,Yes,No
CUST1630,40,Male,Quetta,Basic,18.99,41,57,0,18.0,2026-04-20,4.0,EasyPaisa,Web,No,No
CUST1631,46,Female,Multan,Standard,54.43,8,11,9,3.0,2026-05-01,5.0,JazzCash,iPhone,Yes,No
CUST1632,57,Female,Karachi,Basic,16.25,10,14,6,20.0,2026-03-26,1.0,JazzCash,Android,Yes,Yes
CUST1633,58,Female,Rawalpindi,Premium,115.14,39,56,9,21.0,2026-04-02,4.0,Credit Card,Android,Yes,No
CUST1634,32,Male,Rawalpindi,Premium,95.03,43,73,2,28.0,2026-06-13,3.0,Credit Card,Web,No,No
CUST1635,38,Male,Islamabad,Basic,12.0,31,52,0,10.0,2026-02-09,4.0,Credit Card,iPhone,Yes,No
CUST1636,53,Female,Karachi,Premium,126.78,23,38,1,1.0,2025-12-27,2.0,Debit Card,Android,Yes,No
CUST1637,30,Male,Faisalabad,Basic,28.7,5,11,1,18.0,2026-01-24,3.0,Bank Transfer,Android,Yes,No
CUST1638,38,Female,Lahore,Standard,59.81,30,38,5,13.0,2026-01-27,4.0,Debit Card,Web,No,No
CUST1639,36,Male,Islamabad,Basic,16.54,11,5,8,7.0,2026-01-13,3.0,Debit Card,iPhone,No,Yes
CUST1640,43,Female,Lahore,Basic,24.3,25,39,2,8.0,2026-04-23,5.0,EasyPaisa,iPhone,Yes,No
CUST1641,58,Female,Karachi,Basic,19.71,58,80,4,8.0,2026-03-14,1.0,Credit Card,iPhone,Yes,No
CUST1642,27,Male,Islamabad,Premium,78.5,17,25,8,2.0,2025-12-26,5.0,Debit Card,Web,No,No
CUST1643,48,Female,Quetta,Basic,16.4,30,39,8,30.0,2026-03-27,5.0,Bank Transfer,Web,No,No
CUST1644,34,Female,Lahore,Standard,45.09,30,46,10,19.0,2025-12-23,3.0,EasyPaisa,Web,Yes,No
CUST1645,25,Female,Islamabad,Standard,33.95,30,44,10,20.0,2026-04-09,4.0,JazzCash,Web,Yes,No
CUST1646,21,Female,Lahore,Standard,55.53,38,57,9,18.0,2026-05-24,3.0,Credit Card,Android,Yes,No
CUST1647,19,Female,Multan,Basic,26.24,33,60,3,14.0,2026-05-05,1.0,Credit Card,iPhone,Yes,No
CUST1648,33,Female,Lahore,Basic,18.94,3,9,10,20.0,2026-05-19,1.0,Bank Transfer,Android,Yes,Yes
CUST1649,47,Male,Rawalpindi,Standard,41.93,23,34,0,12.0,2025-12-29,4.0,Debit Card,iPhone,Yes,No
CUST1650,61,Male,Faisalabad,Standard,63.12,54,82,5,19.0,2026-04-25,1.0,Credit Card,iPhone,Yes,No
CUST1651,40,Male,Peshawar,Basic,26.1,54,76,3,28.0,2026-05-16,1.0,Bank Transfer,iPhone,Yes,No
CUST1652,35,Male,Lahore,Basic,24.12,39,56,10,10.0,2026-02-21,1.0,EasyPaisa,Web,Yes,Yes
CUST1653,46,Male,Islamabad,Standard,34.05,30,45,3,4.0,2026-01-18,3.0,Credit Card,iPhone,Yes,No
CUST1654,19,Male,Peshawar,Basic,10.73,13,18,3,16.0,2026-02-04,4.0,Credit Card,iPhone,No,No
CUST1655,30,Female,Peshawar,Basic,10.8,46,65,3,0.0,2026-01-24,4.0,Bank Transfer,Android,Yes,No
CUST1656,58,Male,Rawalpindi,Premium,143.36,30,53,3,24.0,2026-02-15,4.0,EasyPaisa,Android,Yes,No
CUST1657,42,Male,Rawalpindi,Standard,61.81,17,13,8,26.0,2026-05-29,5.0,EasyPaisa,Android,No,No
CUST1658,26,Female,Multan,Basic,26.05,14,10,8,15.0,2026-03-02,2.0,JazzCash,iPhone,Yes,Yes
CUST1659,32,Male,Quetta,Basic,13.1,35,58,6,16.0,2026-03-07,4.0,JazzCash,iPhone,Yes,No
CUST1660,46,Male,Rawalpindi,Standard,55.5,49,72,3,14.0,2026-01-20,5.0,JazzCash,iPhone,Yes,No
CUST1661,62,Female,Islamabad,Standard,42.39,41,61,10,27.0,2025-12-31,1.0,JazzCash,Android,Yes,No
CUST1662,27,Male,Faisalabad,Standard,31.75,38,56,8,9.0,2026-05-15,2.0,EasyPaisa,Web,No,Yes
CUST1663,20,Female,Islamabad,Basic,20.34,56,74,3,14.0,2026-03-04,1.0,Debit Card,Android,Yes,No
CUST1664,57,Female,Multan,Premium,102.8,30,38,1,6.0,2026-01-21,2.0,Debit Card,iPhone,Yes,No
CUST1665,49,Female,Karachi,Premium,85.8,31,46,6,8.0,2026-05-31,5.0,Debit Card,Web,Yes,No
CUST1666,48,Female,Karachi,Premium,127.6,56,84,4,0.0,2026-02-23,4.0,Bank Transfer,Android,Yes,No
CUST1667,51,Female,Peshawar,Standard,50.73,15,27,5,19.0,2026-03-21,1.0,EasyPaisa,iPhone,Yes,No
CUST1668,26,Female,Islamabad,Standard,35.28,14,16,10,11.0,2026-05-28,3.0,Bank Transfer,Android,No,No
CUST1669,43,Male,Rawalpindi,Standard,48.24,36,49,9,28.0,2026-03-20,1.0,JazzCash,Android,No,No
CUST1670,21,Female,Lahore,Premium,117.41,57,83,7,2.0,2026-03-10,3.0,Credit Card,iPhone,Yes,No
CUST1671,20,Male,Rawalpindi,Basic,25.32,8,8,5,17.0,2026-04-04,3.0,Debit Card,Web,Yes,No
CUST1672,58,Male,Multan,Basic,18.77,19,34,7,1.0,2026-03-13,1.0,EasyPaisa,iPhone,Yes,Yes
CUST1673,44,Male,Faisalabad,Standard,67.51,27,38,8,14.0,2026-03-21,5.0,Bank Transfer,Android,No,No
CUST1674,41,Male,Lahore,Standard,,56,83,6,,2026-04-22,,Credit Card,Web,Yes,No
CUST1675,20,Female,Peshawar,Basic,25.07,2,2,7,13.0,2026-03-22,4.0,Debit Card,Web,No,Yes
CUST1676,56,Male,Peshawar,Basic,26.25,29,49,5,10.0,2026-04-26,2.0,Bank Transfer,iPhone,Yes,No
CUST1677,64,Female,Quetta,Premium,132.85,11,15,5,0.0,2026-02-13,5.0,EasyPaisa,Web,Yes,No
CUST1678,64,Female,Faisalabad,Basic,12.47,7,6,0,0.0,2026-01-11,1.0,Credit Card,iPhone,Yes,Yes
CUST1679,54,Male,Lahore,Standard,51.8,8,21,0,14.0,2026-02-07,1.0,JazzCash,Android,No,No
CUST1680,42,Male,Lahore,Standard,53.51,3,4,1,1.0,2026-06-04,1.0,Credit Card,iPhone,Yes,Yes
CUST1681,29,Female,Rawalpindi,Basic,24.28,50,68,3,16.0,2026-01-11,2.0,EasyPaisa,iPhone,Yes,No
CUST1682,33,Male,Peshawar,Basic,23.37,54,76,7,23.0,2026-04-21,1.0,JazzCash,Android,Yes,No
CUST1683,32,Female,Islamabad,Basic,14.29,58,88,10,11.0,2026-04-21,1.0,Bank Transfer,Android,Yes,Yes
CUST1684,63,Male,Karachi,Standard,66.88,52,80,3,3.0,2026-03-08,1.0,EasyPaisa,Web,Yes,Yes
CUST1685,55,Female,Faisalabad,Standard,67.63,37,65,0,2.0,2026-01-25,4.0,EasyPaisa,iPhone,Yes,No
CUST1686,34,Male,Karachi,Basic,27.51,56,88,10,4.0,2026-02-04,2.0,Credit Card,iPhone,Yes,Yes
CUST1687,30,Male,Faisalabad,Basic,23.88,42,56,7,10.0,2026-01-14,2.0,EasyPaisa,Android,Yes,Yes
CUST1688,30,Male,Peshawar,Basic,18.62,40,62,1,17.0,2026-04-02,2.0,Bank Transfer,Web,Yes,No
CUST1689,28,Male,Multan,Basic,23.0,48,74,4,10.0,2026-03-06,3.0,Credit Card,Web,Yes,No
CUST1690,26,Female,Lahore,Standard,52.9,54,94,10,3.0,2026-01-05,3.0,Debit Card,Web,Yes,Yes
CUST1691,43,Female,Peshawar,Basic,20.32,19,29,4,19.0,2026-05-08,2.0,Bank Transfer,Web,Yes,No
CUST1692,49,Female,Quetta,Basic,23.8,58,82,4,3.0,2026-05-29,1.0,JazzCash,Web,Yes,Yes
CUST1693,35,Male,Islamabad,Basic,18.63,59,90,0,2.0,2026-01-11,3.0,EasyPaisa,Web,Yes,No
CUST1694,53,Male,Faisalabad,Standard,33.01,14,23,8,22.0,2026-05-26,4.0,EasyPaisa,Android,Yes,No
CUST1695,58,Female,Islamabad,Standard,49.89,29,45,6,27.0,2025-12-29,3.0,Credit Card,Android,Yes,No
CUST1696,39,Female,Lahore,Premium,99.46,16,29,6,18.0,2026-01-13,1.0,Credit Card,Android,Yes,No
CUST1697,33,Male,Lahore,Standard,57.95,52,78,9,23.0,2026-02-27,2.0,Credit Card,Web,Yes,No
CUST1698,51,Male,Rawalpindi,Basic,24.33,13,15,4,23.0,2026-01-21,3.0,EasyPaisa,Web,Yes,No
CUST1699,47,Female,Karachi,Basic,22.07,33,58,4,16.0,2026-01-10,4.0,EasyPaisa,Web,Yes,No
CUST1700,22,Male,Lahore,Basic,21.14,26,33,9,0.0,2026-02-14,1.0,JazzCash,Android,Yes,Yes
CUST1701,43,Male,Karachi,Standard,41.41,12,22,0,9.0,2026-03-07,1.0,Bank Transfer,Web,No,No
CUST1702,33,Female,Karachi,Basic,22.25,33,53,1,6.0,2026-01-11,5.0,Bank Transfer,Android,Yes,No
CUST1703,49,Female,Quetta,Basic,13.91,8,9,9,4.0,2026-06-02,1.0,Credit Card,Android,No,Yes
CUST1704,63,Female,Karachi,Standard,68.45,17,21,3,2.0,2026-06-13,3.0,Debit Card,iPhone,Yes,No
CUST1705,34,Male,Faisalabad,Basic,13.77,45,71,3,21.0,2026-05-19,2.0,Bank Transfer,Android,Yes,No
CUST1706,48,Male,Faisalabad,Premium,143.59,32,52,1,18.0,2026-04-02,4.0,JazzCash,iPhone,No,No
CUST1707,21,Male,Rawalpindi,Standard,66.67,52,73,0,15.0,2026-05-25,3.0,EasyPaisa,iPhone,Yes,No
CUST1708,34,Female,Lahore,Basic,14.44,59,83,8,22.0,2026-04-17,5.0,Bank Transfer,iPhone,No,No
CUST1709,36,Female,Faisalabad,Basic,14.63,58,97,4,22.0,2026-05-19,3.0,Debit Card,iPhone,Yes,No
CUST1710,64,Female,Faisalabad,Standard,37.52,16,24,10,20.0,2026-01-27,1.0,Bank Transfer,Android,Yes,Yes
CUST1711,54,Female,Islamabad,Basic,27.22,5,8,8,2.0,2026-02-04,3.0,Credit Card,Android,Yes,Yes
CUST1712,58,Female,Karachi,Basic,21.54,45,59,2,4.0,2026-01-17,3.0,Debit Card,Android,Yes,No
